Data,Hora,Objeto,Confiança
2025-03-07,17:56:31.332370,chair,0.37
2025-03-07,17:56:31.332370,chair,0.49
2025-03-07,17:56:31.332370,chair,0.48
2025-03-07,17:56:31.332370,chair,0.42
2025-03-07,17:56:31.332370,chair,0.75
2025-03-07,17:56:31.332370,chair,0.25
2025-03-07,17:56:31.332370,chair,0.74
2025-03-07,17:56:31.332370,chair,0.37
2025-03-07,17:56:31.332370,chair,0.43
2025-03-07,17:56:31.332370,bottle,0.44
2025-03-07,17:56:31.332370,bottle,0.38
2025-03-07,17:56:31.332370,bottle,0.26
2025-03-07,17:56:31.332370,book,0.29
2025-03-07,17:56:31.332370,book,0.26
2025-03-07,17:56:31.332370,remote,0.94
2025-03-07,17:56:31.332370,remote,0.94
2025-03-07,17:56:31.332370,remote,0.95
2025-03-07,17:56:31.332370,remote,0.21
2025-03-07,17:56:31.332370,remote,0.21
2025-03-07,17:56:31.332370,chair,0.21
2025-03-07,17:56:31.332370,chair,0.35
2025-03-07,17:56:31.332370,chair,0.92
2025-03-07,17:56:31.332370,chair,0.92
2025-03-07,17:56:31.332370,chair,0.92
2025-03-07,17:56:31.332370,person,0.29
2025-03-07,17:56:31.332370,chair,0.85
2025-03-07,17:56:31.332370,chair,0.84
2025-03-07,17:56:31.332370,chair,0.77
2025-03-07,17:56:31.332370,person,0.40
2025-03-07,17:56:31.332370,person,0.74
2025-03-07,17:56:31.332370,person,0.44
2025-03-07,17:56:31.332370,chair,0.36
2025-03-07,17:56:31.332370,chair,0.35
2025-03-07,17:56:31.332370,chair,0.30
2025-03-07,17:56:31.332370,bottle,0.68
2025-03-07,17:56:31.332370,bottle,0.31
2025-03-07,17:56:31.332370,chair,0.26
2025-03-07,17:56:31.332370,chair,0.28
2025-03-07,17:56:31.332370,chair,0.28
2025-03-07,17:56:31.332370,chair,0.46
2025-03-07,17:56:31.332370,chair,0.45
2025-03-07,17:56:31.332370,chair,0.46
2025-03-07,17:56:31.332370,book,0.24
2025-03-07,17:56:31.332370,book,0.22
2025-03-07,17:56:31.332370,remote,0.70
2025-03-07,17:56:31.332370,chair,0.84
2025-03-07,17:56:31.332370,person,0.56
2025-03-07,17:56:31.332370,person,0.56
2025-03-07,17:56:31.332370,person,0.52
2025-03-07,17:56:31.332370,person,0.79
2025-03-07,17:56:31.332370,person,0.79
2025-03-07,17:56:31.332370,person,0.52
2025-03-07,17:56:31.332370,chair,0.43
2025-03-07,17:56:31.332370,chair,0.36
2025-03-07,17:56:31.332370,chair,0.54
2025-03-07,17:56:31.574727,chair,0.51
2025-03-07,17:56:31.574727,chair,0.61
2025-03-07,17:56:31.574727,chair,0.63
2025-03-07,17:56:31.574727,chair,0.49
2025-03-07,17:56:31.574727,chair,0.49
2025-03-07,17:56:31.574727,chair,0.45
2025-03-07,17:56:31.574727,chair,0.53
2025-03-07,17:56:31.574727,chair,0.52
2025-03-07,17:56:31.574727,chair,0.46
2025-03-07,17:56:31.574727,chair,0.64
2025-03-07,17:56:31.574727,chair,0.31
2025-03-07,17:56:31.574727,chair,0.77
2025-03-07,17:56:31.574727,chair,0.68
2025-03-07,17:56:31.574727,chair,0.71
2025-03-07,17:56:31.574727,chair,0.24
2025-03-07,17:56:31.574727,chair,0.37
2025-03-07,17:56:31.574727,bottle,0.23
2025-03-07,17:56:31.574727,bottle,0.58
2025-03-07,17:56:31.574727,bottle,0.51
2025-03-07,17:56:31.574727,bottle,0.44
2025-03-07,17:56:31.574727,bottle,0.31
2025-03-07,17:56:31.574727,remote,0.81
2025-03-07,17:56:31.574727,remote,0.80
2025-03-07,17:56:31.574727,remote,0.82
2025-03-07,17:56:31.574727,mouse,0.82
2025-03-07,17:56:31.574727,mouse,0.83
2025-03-07,17:56:31.574727,mouse,0.74
2025-03-07,17:56:31.574727,chair,0.54
2025-03-07,17:56:31.574727,chair,0.88
2025-03-07,17:56:31.574727,chair,0.88
2025-03-07,17:56:31.574727,chair,0.87
2025-03-07,17:56:31.574727,chair,0.90
2025-03-07,17:56:31.574727,chair,0.89
2025-03-07,17:56:31.574727,chair,0.84
2025-03-07,17:56:31.574727,person,0.62
2025-03-07,17:56:31.574727,person,0.43
2025-03-07,17:56:31.574727,chair,0.64
2025-03-07,17:56:31.574727,chair,0.63
2025-03-07,17:56:31.574727,chair,0.57
2025-03-07,17:56:31.574727,bottle,0.80
2025-03-07,17:56:31.574727,bottle,0.27
2025-03-07,17:56:31.574727,bottle,0.49
2025-03-07,17:56:31.574727,chair,0.59
2025-03-07,17:56:31.574727,chair,0.58
2025-03-07,17:56:31.574727,chair,0.59
2025-03-07,17:56:31.574727,remote,0.44
2025-03-07,17:56:31.574727,chair,0.73
2025-03-07,17:56:31.574727,person,0.95
2025-03-07,17:56:31.574727,person,0.95
2025-03-07,17:56:31.574727,person,0.94
2025-03-07,17:56:31.574727,person,0.76
2025-03-07,17:56:31.574727,person,0.77
2025-03-07,17:56:31.574727,person,0.67
2025-03-07,17:56:31.574727,chair,0.30
2025-03-07,17:56:31.574727,chair,0.29
2025-03-07,17:56:31.574727,chair,0.64
2025-03-07,17:56:31.805389,chair,0.31
2025-03-07,17:56:31.805389,chair,0.24
2025-03-07,17:56:31.805389,laptop,0.22
2025-03-07,17:56:31.805389,laptop,0.26
2025-03-07,17:56:31.805389,laptop,0.25
2025-03-07,17:56:31.805389,chair,0.34
2025-03-07,17:56:31.805389,chair,0.33
2025-03-07,17:56:31.805389,chair,0.28
2025-03-07,17:56:31.805389,laptop,0.31
2025-03-07,17:56:31.805389,laptop,0.42
2025-03-07,17:56:31.805389,laptop,0.38
2025-03-07,17:56:31.805389,laptop,0.41
2025-03-07,17:56:31.805389,laptop,0.39
2025-03-07,17:56:31.805389,chair,0.31
2025-03-07,17:56:31.805389,chair,0.90
2025-03-07,17:56:31.805389,chair,0.69
2025-03-07,17:56:31.805389,chair,0.22
2025-03-07,17:56:31.805389,chair,0.48
2025-03-07,17:56:31.805389,chair,0.54
2025-03-07,17:56:31.805389,chair,0.25
2025-03-07,17:56:31.805389,chair,0.64
2025-03-07,17:56:31.805389,chair,0.61
2025-03-07,17:56:31.805389,chair,0.71
2025-03-07,17:56:31.805389,cup,0.38
2025-03-07,17:56:31.805389,cup,0.52
2025-03-07,17:56:31.805389,cup,0.51
2025-03-07,17:56:31.805389,chair,0.26
2025-03-07,17:56:31.805389,chair,0.25
2025-03-07,17:56:31.805389,chair,0.39
2025-03-07,17:56:31.805389,bottle,0.33
2025-03-07,17:56:31.805389,bottle,0.36
2025-03-07,17:56:31.805389,bottle,0.35
2025-03-07,17:56:31.805389,refrigerator,0.43
2025-03-07,17:56:31.805389,refrigerator,0.43
2025-03-07,17:56:31.805389,refrigerator,0.41
2025-03-07,17:56:31.805389,laptop,0.37
2025-03-07,17:56:31.805389,laptop,0.46
2025-03-07,17:56:31.805389,laptop,0.37
2025-03-07,17:56:31.805389,chair,0.93
2025-03-07,17:56:31.805389,chair,0.92
2025-03-07,17:56:31.805389,chair,0.91
2025-03-07,17:56:31.805389,chair,0.87
2025-03-07,17:56:31.805389,chair,0.86
2025-03-07,17:56:31.805389,chair,0.85
2025-03-07,17:56:31.805389,chair,0.80
2025-03-07,17:56:31.805389,chair,0.79
2025-03-07,17:56:31.805389,chair,0.71
2025-03-07,17:56:31.805389,chair,0.96
2025-03-07,17:56:31.805389,chair,0.96
2025-03-07,17:56:31.805389,chair,0.95
2025-03-07,17:56:31.805389,cup,0.41
2025-03-07,17:56:31.805389,cup,0.25
2025-03-07,17:56:31.805389,person,0.96
2025-03-07,17:56:31.805389,person,0.93
2025-03-07,17:56:31.805389,chair,0.52
2025-03-07,17:56:31.805389,chair,0.51
2025-03-07,17:56:31.805389,chair,0.45
2025-03-07,17:56:31.805389,chair,0.66
2025-03-07,17:56:31.805389,chair,0.66
2025-03-07,17:56:31.805389,chair,0.64
2025-03-07,17:56:31.805389,bottle,0.25
2025-03-07,17:56:31.805389,bottle,0.20
2025-03-07,17:56:31.805389,chair,0.71
2025-03-07,17:56:31.805389,chair,0.70
2025-03-07,17:56:31.805389,chair,0.70
2025-03-07,17:56:31.805389,chair,0.55
2025-03-07,17:56:31.805389,chair,0.53
2025-03-07,17:56:31.805389,chair,0.53
2025-03-07,17:56:31.805389,refrigerator,0.47
2025-03-07,17:56:31.805389,chair,0.90
2025-03-07,17:56:31.805389,person,0.98
2025-03-07,17:56:31.805389,person,0.98
2025-03-07,17:56:31.805389,person,0.97
2025-03-07,17:56:31.805389,person,0.97
2025-03-07,17:56:31.805389,person,0.97
2025-03-07,17:56:31.805389,person,0.95
2025-03-07,17:56:31.805389,chair,0.54
2025-03-07,17:56:31.805389,diningtable,0.27
2025-03-07,17:56:31.805389,chair,0.89
2025-03-07,17:56:31.805389,chair,0.87
2025-03-07,17:56:32.051679,chair,0.44
2025-03-07,17:56:32.051679,chair,0.36
2025-03-07,17:56:32.051679,chair,0.31
2025-03-07,17:56:32.051679,chair,0.24
2025-03-07,17:56:32.051679,chair,0.27
2025-03-07,17:56:32.051679,chair,0.27
2025-03-07,17:56:32.051679,chair,0.21
2025-03-07,17:56:32.051679,chair,0.22
2025-03-07,17:56:32.051679,chair,0.48
2025-03-07,17:56:32.051679,chair,0.47
2025-03-07,17:56:32.051679,chair,0.41
2025-03-07,17:56:32.051679,chair,0.23
2025-03-07,17:56:32.051679,chair,0.22
2025-03-07,17:56:32.051679,laptop,0.30
2025-03-07,17:56:32.051679,laptop,0.28
2025-03-07,17:56:32.051679,chair,0.31
2025-03-07,17:56:32.051679,chair,0.87
2025-03-07,17:56:32.051679,chair,0.69
2025-03-07,17:56:32.051679,chair,0.27
2025-03-07,17:56:32.051679,chair,0.34
2025-03-07,17:56:32.051679,chair,0.45
2025-03-07,17:56:32.051679,chair,0.51
2025-03-07,17:56:32.051679,chair,0.34
2025-03-07,17:56:32.051679,chair,0.41
2025-03-07,17:56:32.051679,cup,0.33
2025-03-07,17:56:32.051679,cup,0.48
2025-03-07,17:56:32.051679,cup,0.47
2025-03-07,17:56:32.051679,bottle,0.33
2025-03-07,17:56:32.051679,bottle,0.37
2025-03-07,17:56:32.051679,bottle,0.35
2025-03-07,17:56:32.051679,refrigerator,0.47
2025-03-07,17:56:32.051679,refrigerator,0.48
2025-03-07,17:56:32.051679,refrigerator,0.45
2025-03-07,17:56:32.051679,chair,0.21
2025-03-07,17:56:32.051679,laptop,0.29
2025-03-07,17:56:32.051679,laptop,0.21
2025-03-07,17:56:32.051679,chair,0.93
2025-03-07,17:56:32.051679,chair,0.93
2025-03-07,17:56:32.051679,chair,0.92
2025-03-07,17:56:32.051679,chair,0.88
2025-03-07,17:56:32.051679,chair,0.87
2025-03-07,17:56:32.051679,chair,0.87
2025-03-07,17:56:32.051679,chair,0.26
2025-03-07,17:56:32.051679,chair,0.24
2025-03-07,17:56:32.051679,chair,0.25
2025-03-07,17:56:32.051679,chair,0.74
2025-03-07,17:56:32.051679,chair,0.73
2025-03-07,17:56:32.051679,chair,0.64
2025-03-07,17:56:32.051679,chair,0.95
2025-03-07,17:56:32.051679,chair,0.94
2025-03-07,17:56:32.051679,chair,0.93
2025-03-07,17:56:32.051679,cup,0.33
2025-03-07,17:56:32.051679,cup,0.22
2025-03-07,17:56:32.051679,person,0.97
2025-03-07,17:56:32.051679,person,0.91
2025-03-07,17:56:32.051679,chair,0.38
2025-03-07,17:56:32.051679,chair,0.37
2025-03-07,17:56:32.051679,chair,0.33
2025-03-07,17:56:32.051679,bottle,0.28
2025-03-07,17:56:32.051679,bottle,0.23
2025-03-07,17:56:32.051679,chair,0.65
2025-03-07,17:56:32.051679,chair,0.64
2025-03-07,17:56:32.051679,chair,0.64
2025-03-07,17:56:32.051679,chair,0.53
2025-03-07,17:56:32.051679,chair,0.51
2025-03-07,17:56:32.051679,chair,0.51
2025-03-07,17:56:32.051679,refrigerator,0.53
2025-03-07,17:56:32.051679,chair,0.92
2025-03-07,17:56:32.051679,person,0.98
2025-03-07,17:56:32.051679,person,0.98
2025-03-07,17:56:32.051679,person,0.97
2025-03-07,17:56:32.051679,person,0.97
2025-03-07,17:56:32.051679,person,0.97
2025-03-07,17:56:32.051679,person,0.94
2025-03-07,17:56:32.051679,chair,0.44
2025-03-07,17:56:32.051679,diningtable,0.32
2025-03-07,17:56:32.051679,chair,0.86
2025-03-07,17:56:32.051679,chair,0.85
2025-03-07,17:56:32.288192,chair,0.32
2025-03-07,17:56:32.288192,chair,0.26
2025-03-07,17:56:32.288192,chair,0.22
2025-03-07,17:56:32.288192,chair,0.23
2025-03-07,17:56:32.288192,chair,0.26
2025-03-07,17:56:32.288192,chair,0.24
2025-03-07,17:56:32.288192,chair,0.21
2025-03-07,17:56:32.288192,chair,0.29
2025-03-07,17:56:32.288192,chair,0.31
2025-03-07,17:56:32.288192,chair,0.21
2025-03-07,17:56:32.288192,chair,0.21
2025-03-07,17:56:32.288192,chair,0.47
2025-03-07,17:56:32.288192,chair,0.45
2025-03-07,17:56:32.288192,chair,0.39
2025-03-07,17:56:32.288192,chair,0.30
2025-03-07,17:56:32.288192,chair,0.26
2025-03-07,17:56:32.288192,chair,0.20
2025-03-07,17:56:32.288192,chair,0.84
2025-03-07,17:56:32.288192,chair,0.66
2025-03-07,17:56:32.288192,chair,0.24
2025-03-07,17:56:32.288192,chair,0.36
2025-03-07,17:56:32.288192,chair,0.27
2025-03-07,17:56:32.288192,chair,0.32
2025-03-07,17:56:32.288192,chair,0.55
2025-03-07,17:56:32.288192,chair,0.63
2025-03-07,17:56:32.288192,cup,0.46
2025-03-07,17:56:32.288192,cup,0.58
2025-03-07,17:56:32.288192,cup,0.57
2025-03-07,17:56:32.288192,bottle,0.37
2025-03-07,17:56:32.288192,bottle,0.41
2025-03-07,17:56:32.288192,bottle,0.39
2025-03-07,17:56:32.288192,refrigerator,0.29
2025-03-07,17:56:32.288192,refrigerator,0.29
2025-03-07,17:56:32.288192,refrigerator,0.27
2025-03-07,17:56:32.288192,chair,0.25
2025-03-07,17:56:32.288192,chair,0.36
2025-03-07,17:56:32.288192,chair,0.22
2025-03-07,17:56:32.288192,chair,0.91
2025-03-07,17:56:32.288192,chair,0.90
2025-03-07,17:56:32.288192,chair,0.89
2025-03-07,17:56:32.288192,chair,0.84
2025-03-07,17:56:32.288192,chair,0.82
2025-03-07,17:56:32.288192,chair,0.81
2025-03-07,17:56:32.288192,chair,0.38
2025-03-07,17:56:32.288192,chair,0.38
2025-03-07,17:56:32.288192,chair,0.35
2025-03-07,17:56:32.288192,chair,0.71
2025-03-07,17:56:32.288192,chair,0.70
2025-03-07,17:56:32.288192,chair,0.62
2025-03-07,17:56:32.288192,diningtable,0.22
2025-03-07,17:56:32.288192,diningtable,0.23
2025-03-07,17:56:32.288192,diningtable,0.24
2025-03-07,17:56:32.288192,chair,0.95
2025-03-07,17:56:32.288192,chair,0.94
2025-03-07,17:56:32.288192,chair,0.93
2025-03-07,17:56:32.288192,cup,0.50
2025-03-07,17:56:32.288192,cup,0.31
2025-03-07,17:56:32.288192,person,0.25
2025-03-07,17:56:32.288192,person,0.96
2025-03-07,17:56:32.288192,person,0.87
2025-03-07,17:56:32.288192,chair,0.34
2025-03-07,17:56:32.288192,chair,0.33
2025-03-07,17:56:32.288192,chair,0.30
2025-03-07,17:56:32.288192,bottle,0.36
2025-03-07,17:56:32.288192,bottle,0.21
2025-03-07,17:56:32.288192,chair,0.54
2025-03-07,17:56:32.288192,chair,0.53
2025-03-07,17:56:32.288192,chair,0.53
2025-03-07,17:56:32.288192,chair,0.50
2025-03-07,17:56:32.288192,chair,0.48
2025-03-07,17:56:32.288192,chair,0.48
2025-03-07,17:56:32.288192,refrigerator,0.34
2025-03-07,17:56:32.288192,chair,0.91
2025-03-07,17:56:32.288192,person,0.98
2025-03-07,17:56:32.288192,person,0.98
2025-03-07,17:56:32.288192,person,0.96
2025-03-07,17:56:32.288192,person,0.97
2025-03-07,17:56:32.288192,person,0.97
2025-03-07,17:56:32.288192,person,0.94
2025-03-07,17:56:32.288192,chair,0.47
2025-03-07,17:56:32.288192,diningtable,0.36
2025-03-07,17:56:32.288192,chair,0.84
2025-03-07,17:56:32.288192,chair,0.80
2025-03-07,17:56:32.529372,chair,0.44
2025-03-07,17:56:32.529372,chair,0.36
2025-03-07,17:56:32.529372,chair,0.32
2025-03-07,17:56:32.529372,chair,0.23
2025-03-07,17:56:32.529372,chair,0.25
2025-03-07,17:56:32.529372,chair,0.23
2025-03-07,17:56:32.529372,chair,0.23
2025-03-07,17:56:32.529372,chair,0.24
2025-03-07,17:56:32.529372,chair,0.27
2025-03-07,17:56:32.529372,chair,0.27
2025-03-07,17:56:32.529372,chair,0.25
2025-03-07,17:56:32.529372,chair,0.38
2025-03-07,17:56:32.529372,chair,0.37
2025-03-07,17:56:32.529372,chair,0.32
2025-03-07,17:56:32.529372,chair,0.23
2025-03-07,17:56:32.529372,chair,0.33
2025-03-07,17:56:32.529372,chair,0.30
2025-03-07,17:56:32.529372,laptop,0.29
2025-03-07,17:56:32.529372,laptop,0.29
2025-03-07,17:56:32.529372,chair,0.85
2025-03-07,17:56:32.529372,chair,0.60
2025-03-07,17:56:32.529372,chair,0.25
2025-03-07,17:56:32.529372,chair,0.39
2025-03-07,17:56:32.529372,chair,0.24
2025-03-07,17:56:32.529372,chair,0.31
2025-03-07,17:56:32.529372,chair,0.67
2025-03-07,17:56:32.529372,chair,0.68
2025-03-07,17:56:32.529372,chair,0.74
2025-03-07,17:56:32.529372,cup,0.35
2025-03-07,17:56:32.529372,cup,0.50
2025-03-07,17:56:32.529372,cup,0.49
2025-03-07,17:56:32.529372,chair,0.30
2025-03-07,17:56:32.529372,chair,0.46
2025-03-07,17:56:32.529372,bottle,0.38
2025-03-07,17:56:32.529372,bottle,0.41
2025-03-07,17:56:32.529372,bottle,0.40
2025-03-07,17:56:32.529372,refrigerator,0.46
2025-03-07,17:56:32.529372,refrigerator,0.46
2025-03-07,17:56:32.529372,refrigerator,0.44
2025-03-07,17:56:32.529372,chair,0.22
2025-03-07,17:56:32.529372,chair,0.25
2025-03-07,17:56:32.529372,chair,0.93
2025-03-07,17:56:32.529372,chair,0.92
2025-03-07,17:56:32.529372,chair,0.91
2025-03-07,17:56:32.529372,chair,0.83
2025-03-07,17:56:32.529372,chair,0.81
2025-03-07,17:56:32.529372,chair,0.81
2025-03-07,17:56:32.529372,chair,0.48
2025-03-07,17:56:32.529372,chair,0.49
2025-03-07,17:56:32.529372,chair,0.45
2025-03-07,17:56:32.529372,chair,0.72
2025-03-07,17:56:32.529372,chair,0.72
2025-03-07,17:56:32.529372,chair,0.67
2025-03-07,17:56:32.529372,chair,0.96
2025-03-07,17:56:32.529372,chair,0.95
2025-03-07,17:56:32.529372,chair,0.93
2025-03-07,17:56:32.529372,cup,0.47
2025-03-07,17:56:32.529372,cup,0.31
2025-03-07,17:56:32.529372,person,0.27
2025-03-07,17:56:32.529372,person,0.96
2025-03-07,17:56:32.529372,person,0.87
2025-03-07,17:56:32.529372,chair,0.85
2025-03-07,17:56:32.529372,chair,0.85
2025-03-07,17:56:32.529372,chair,0.82
2025-03-07,17:56:32.529372,bottle,0.38
2025-03-07,17:56:32.529372,bottle,0.20
2025-03-07,17:56:32.529372,chair,0.55
2025-03-07,17:56:32.529372,chair,0.54
2025-03-07,17:56:32.529372,chair,0.53
2025-03-07,17:56:32.529372,chair,0.38
2025-03-07,17:56:32.529372,chair,0.36
2025-03-07,17:56:32.529372,chair,0.35
2025-03-07,17:56:32.529372,refrigerator,0.51
2025-03-07,17:56:32.529372,chair,0.91
2025-03-07,17:56:32.529372,chair,0.27
2025-03-07,17:56:32.529372,person,0.98
2025-03-07,17:56:32.529372,person,0.99
2025-03-07,17:56:32.529372,person,0.97
2025-03-07,17:56:32.529372,person,0.96
2025-03-07,17:56:32.529372,person,0.96
2025-03-07,17:56:32.529372,person,0.92
2025-03-07,17:56:32.529372,chair,0.62
2025-03-07,17:56:32.529372,diningtable,0.34
2025-03-07,17:56:32.529372,chair,0.84
2025-03-07,17:56:32.529372,chair,0.77
2025-03-07,17:56:32.820361,chair,0.28
2025-03-07,17:56:32.820361,chair,0.22
2025-03-07,17:56:32.820361,chair,0.20
2025-03-07,17:56:32.820361,chair,0.52
2025-03-07,17:56:32.820361,chair,0.52
2025-03-07,17:56:32.820361,chair,0.46
2025-03-07,17:56:32.820361,chair,0.26
2025-03-07,17:56:32.820361,chair,0.86
2025-03-07,17:56:32.820361,chair,0.70
2025-03-07,17:56:32.820361,chair,0.33
2025-03-07,17:56:32.820361,chair,0.46
2025-03-07,17:56:32.820361,chair,0.29
2025-03-07,17:56:32.820361,chair,0.34
2025-03-07,17:56:32.820361,chair,0.26
2025-03-07,17:56:32.820361,chair,0.54
2025-03-07,17:56:32.820361,chair,0.64
2025-03-07,17:56:32.820361,chair,0.70
2025-03-07,17:56:32.820361,cup,0.44
2025-03-07,17:56:32.820361,cup,0.58
2025-03-07,17:56:32.820361,cup,0.58
2025-03-07,17:56:32.820361,chair,0.23
2025-03-07,17:56:32.820361,chair,0.42
2025-03-07,17:56:32.820361,bottle,0.27
2025-03-07,17:56:32.820361,bottle,0.30
2025-03-07,17:56:32.820361,bottle,0.28
2025-03-07,17:56:32.820361,refrigerator,0.34
2025-03-07,17:56:32.820361,refrigerator,0.35
2025-03-07,17:56:32.820361,refrigerator,0.32
2025-03-07,17:56:32.820361,chair,0.30
2025-03-07,17:56:32.820361,chair,0.92
2025-03-07,17:56:32.820361,chair,0.91
2025-03-07,17:56:32.820361,chair,0.91
2025-03-07,17:56:32.820361,chair,0.87
2025-03-07,17:56:32.820361,chair,0.85
2025-03-07,17:56:32.820361,chair,0.85
2025-03-07,17:56:32.820361,chair,0.36
2025-03-07,17:56:32.820361,chair,0.37
2025-03-07,17:56:32.820361,chair,0.33
2025-03-07,17:56:32.820361,chair,0.72
2025-03-07,17:56:32.820361,chair,0.72
2025-03-07,17:56:32.820361,chair,0.64
2025-03-07,17:56:32.820361,diningtable,0.21
2025-03-07,17:56:32.820361,chair,0.96
2025-03-07,17:56:32.820361,chair,0.95
2025-03-07,17:56:32.820361,chair,0.94
2025-03-07,17:56:32.820361,cup,0.52
2025-03-07,17:56:32.820361,cup,0.35
2025-03-07,17:56:32.820361,person,0.25
2025-03-07,17:56:32.820361,person,0.96
2025-03-07,17:56:32.820361,person,0.89
2025-03-07,17:56:32.820361,chair,0.74
2025-03-07,17:56:32.820361,chair,0.74
2025-03-07,17:56:32.820361,chair,0.71
2025-03-07,17:56:32.820361,bottle,0.27
2025-03-07,17:56:32.820361,bottle,0.21
2025-03-07,17:56:32.820361,bottle,0.26
2025-03-07,17:56:32.820361,chair,0.78
2025-03-07,17:56:32.820361,chair,0.78
2025-03-07,17:56:32.820361,chair,0.77
2025-03-07,17:56:32.820361,chair,0.66
2025-03-07,17:56:32.820361,chair,0.65
2025-03-07,17:56:32.820361,chair,0.65
2025-03-07,17:56:32.820361,refrigerator,0.43
2025-03-07,17:56:32.820361,chair,0.92
2025-03-07,17:56:32.820361,person,0.98
2025-03-07,17:56:32.820361,person,0.99
2025-03-07,17:56:32.820361,person,0.97
2025-03-07,17:56:32.820361,person,0.96
2025-03-07,17:56:32.820361,person,0.96
2025-03-07,17:56:32.820361,person,0.92
2025-03-07,17:56:32.820361,chair,0.45
2025-03-07,17:56:32.820361,diningtable,0.33
2025-03-07,17:56:32.820361,chair,0.85
2025-03-07,17:56:32.820361,chair,0.90
2025-03-07,17:56:33.118832,chair,0.42
2025-03-07,17:56:33.118832,chair,0.35
2025-03-07,17:56:33.118832,chair,0.30
2025-03-07,17:56:33.118832,chair,0.21
2025-03-07,17:56:33.118832,chair,0.25
2025-03-07,17:56:33.118832,chair,0.26
2025-03-07,17:56:33.118832,chair,0.20
2025-03-07,17:56:33.118832,chair,0.20
2025-03-07,17:56:33.118832,chair,0.38
2025-03-07,17:56:33.118832,chair,0.37
2025-03-07,17:56:33.118832,chair,0.32
2025-03-07,17:56:33.118832,chair,0.22
2025-03-07,17:56:33.118832,chair,0.20
2025-03-07,17:56:33.118832,chair,0.32
2025-03-07,17:56:33.118832,chair,0.88
2025-03-07,17:56:33.118832,chair,0.61
2025-03-07,17:56:33.118832,chair,0.24
2025-03-07,17:56:33.118832,chair,0.24
2025-03-07,17:56:33.118832,chair,0.39
2025-03-07,17:56:33.118832,chair,0.39
2025-03-07,17:56:33.118832,chair,0.67
2025-03-07,17:56:33.118832,chair,0.74
2025-03-07,17:56:33.118832,cup,0.31
2025-03-07,17:56:33.118832,cup,0.56
2025-03-07,17:56:33.118832,cup,0.56
2025-03-07,17:56:33.118832,chair,0.38
2025-03-07,17:56:33.118832,bottle,0.24
2025-03-07,17:56:33.118832,bottle,0.27
2025-03-07,17:56:33.118832,bottle,0.25
2025-03-07,17:56:33.118832,refrigerator,0.29
2025-03-07,17:56:33.118832,refrigerator,0.30
2025-03-07,17:56:33.118832,refrigerator,0.28
2025-03-07,17:56:33.118832,chair,0.26
2025-03-07,17:56:33.118832,chair,0.94
2025-03-07,17:56:33.118832,chair,0.94
2025-03-07,17:56:33.118832,chair,0.93
2025-03-07,17:56:33.118832,chair,0.82
2025-03-07,17:56:33.118832,chair,0.81
2025-03-07,17:56:33.118832,chair,0.80
2025-03-07,17:56:33.118832,chair,0.53
2025-03-07,17:56:33.118832,chair,0.54
2025-03-07,17:56:33.118832,chair,0.50
2025-03-07,17:56:33.118832,chair,0.60
2025-03-07,17:56:33.118832,chair,0.61
2025-03-07,17:56:33.118832,chair,0.53
2025-03-07,17:56:33.118832,chair,0.95
2025-03-07,17:56:33.118832,chair,0.94
2025-03-07,17:56:33.118832,chair,0.93
2025-03-07,17:56:33.118832,cup,0.45
2025-03-07,17:56:33.118832,cup,0.33
2025-03-07,17:56:33.118832,person,0.21
2025-03-07,17:56:33.118832,person,0.95
2025-03-07,17:56:33.118832,person,0.89
2025-03-07,17:56:33.118832,chair,0.72
2025-03-07,17:56:33.118832,chair,0.72
2025-03-07,17:56:33.118832,chair,0.69
2025-03-07,17:56:33.118832,bottle,0.24
2025-03-07,17:56:33.118832,bottle,0.23
2025-03-07,17:56:33.118832,bottle,0.25
2025-03-07,17:56:33.118832,chair,0.61
2025-03-07,17:56:33.118832,chair,0.60
2025-03-07,17:56:33.118832,chair,0.60
2025-03-07,17:56:33.118832,chair,0.45
2025-03-07,17:56:33.118832,chair,0.44
2025-03-07,17:56:33.118832,chair,0.42
2025-03-07,17:56:33.118832,refrigerator,0.32
2025-03-07,17:56:33.118832,chair,0.92
2025-03-07,17:56:33.118832,chair,0.34
2025-03-07,17:56:33.118832,person,0.98
2025-03-07,17:56:33.118832,person,0.98
2025-03-07,17:56:33.118832,person,0.96
2025-03-07,17:56:33.118832,person,0.97
2025-03-07,17:56:33.118832,person,0.97
2025-03-07,17:56:33.118832,person,0.92
2025-03-07,17:56:33.118832,chair,0.49
2025-03-07,17:56:33.118832,diningtable,0.28
2025-03-07,17:56:33.118832,chair,0.85
2025-03-07,17:56:33.118832,chair,0.82
2025-03-07,17:56:33.369083,chair,0.51
2025-03-07,17:56:33.369083,chair,0.42
2025-03-07,17:56:33.369083,chair,0.38
2025-03-07,17:56:33.369083,chair,0.23
2025-03-07,17:56:33.369083,chair,0.26
2025-03-07,17:56:33.369083,chair,0.23
2025-03-07,17:56:33.369083,chair,0.21
2025-03-07,17:56:33.369083,chair,0.29
2025-03-07,17:56:33.369083,chair,0.30
2025-03-07,17:56:33.369083,chair,0.30
2025-03-07,17:56:33.369083,chair,0.40
2025-03-07,17:56:33.369083,chair,0.40
2025-03-07,17:56:33.369083,chair,0.34
2025-03-07,17:56:33.369083,chair,0.32
2025-03-07,17:56:33.369083,chair,0.28
